dataset,method,fitness_rule,fitness,ACC,MCC,avg_odds_diff,stat_par_diff,eq_opp_diff,solution
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_parity,0.468911887324884,0.8276395798783859,0.4942857196662584,0.1592173374885946,0.0253738323413743,0.305124420841247,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.14362915103690263, 'privileged_demotion': 0.6256289282022548, 'privileged_promotion': 0.23169700060872236, 'protected_demotion': 0.16131737991200046, 'protected_promotion': 0.5527131724705279}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_odds,0.5467554185794856,0.851077943615257,0.5735139231970183,0.0267585046175326,0.139918021535244,8.647133247774441e-05,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.045234993250387434, 'privileged_demotion': 0.38248203277049964, 'privileged_promotion': 0.3564429372848194, 'protected_demotion': 0.13059653417654837, 'protected_promotion': 0.24639428163166138}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_opportunity,0.5204583206708379,0.8468767274737424,0.5878355235937405,0.0778478894768054,0.2000721170846768,0.0673772029229026,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.11612626834449793, 'privileged_demotion': 0.22066679370814515, 'privileged_promotion': 0.3888778575563792, 'protected_demotion': 0.3115035455371666, 'protected_promotion': 0.6225747938513482}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_parity,0.8189048896808908,0.8288557213930349,0.4892820157073457,0.1925930730968075,0.009950831712144,0.3517418737477947,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.032973305318774085, 'privileged_demotion': 0.6103958531877628, 'privileged_promotion': 0.18533744900065555, 'protected_demotion': 0.17398757558875805, 'protected_promotion': 0.5937280536539933}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_odds,0.81528690624602,0.8374792703150912,0.5320322937903194,0.0221923640690711,0.1147959525772512,0.0043544631874889,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.0020903684065033956, 'privileged_demotion': 0.32737283794880756, 'privileged_promotion': 0.11785079078884068, 'protected_demotion': 0.07637972030252857, 'protected_promotion': 0.005119451791591769}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_opportunity,0.8021111509816434,0.8494195688225539,0.5680137506388798,0.0419854461759684,0.1276883496934913,0.0473084178409104,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.01090005203881484, 'privileged_demotion': 0.27139789307698015, 'privileged_promotion': 0.23565026094177416, 'protected_demotion': 0.030267849718785086, 'protected_promotion': 0.36182507165596856}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_parity,0.5068682003403333,0.8309563294637922,0.5083007920986902,0.189866330784764,0.0014325917583568,0.3212471536170957,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.05580434491579493, 'privileged_demotion': 0.33342468222569027, 'privileged_promotion': 0.05034808103037344, 'protected_demotion': 0.021945602393516776, 'protected_promotion': 0.7203530313792373}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_odds,0.5447779961489554,0.848424543946932,0.5981869588078258,0.0534089626588703,0.1985397563388652,0.0165512805962243,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.16899281951081585, 'privileged_demotion': 0.25534299213472184, 'privileged_promotion': 0.3283913470744559, 'protected_demotion': 0.29014838559963946, 'protected_promotion': 0.6093833656111514}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_opportunity,0.5185380943911044,0.8410171365395246,0.5412594196522783,0.0280703837318145,0.1130312653680411,0.0227213252611738,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.027231125554606304, 'privileged_demotion': 0.30340141568026274, 'privileged_promotion': 0.22628784470302055, 'protected_demotion': 0.004210104843935365, 'protected_promotion': 0.21554827319395925}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_parity,0.8152973126672829,0.825649530127142,0.5096539867103123,0.1676846182844125,0.0103522174598592,0.2719208895679483,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.011472320273397103, 'privileged_demotion': 0.31620930602907593, 'privileged_promotion': 0.11765881657165438, 'protected_demotion': 0.062405278013640514, 'protected_promotion': 0.8373642777594736}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_odds,0.820100593057334,0.8541735765616363,0.569691358637436,0.0340729835043023,0.1254638705538869,0.0308761783037849,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.1442236575626297, 'privileged_demotion': 0.32913065135578545, 'privileged_promotion': 0.139083029224591, 'protected_demotion': 0.10480002883320272, 'protected_promotion': 0.10772992024961092}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_opportunity,0.7932247358400488,0.8518518518518519,0.5751948403973205,0.0433952193785845,0.1186130438445554,0.058627116011803,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.03399860735047087, 'privileged_demotion': 0.17168837995460057, 'privileged_promotion': 0.09584243561885882, 'protected_demotion': 0.06224504571806131, 'protected_promotion': 0.20188825029134483}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_parity,0.5154108783095301,0.8222222222222222,0.5315850973397126,0.1449085564160581,0.0161742190301825,0.2191450435166232,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.01592516284241361, 'privileged_demotion': 0.23564326556614876, 'privileged_promotion': 0.2556617849027193, 'protected_demotion': 0.0011564556274487677, 'protected_promotion': 0.8322434729875764}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_odds,0.5239267446294941,0.8466556108347153,0.5700697886980358,0.0461430440685417,0.1524302504934701,0.03254107255194,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.09274848984029824, 'privileged_demotion': 0.25751910049319704, 'privileged_promotion': 0.27248715500394527, 'protected_demotion': 0.1612558156644399, 'protected_promotion': 0.4938545677513849}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_opportunity,0.5575329773972376,0.8389165284687673,0.569979740895662,0.0493234177037049,0.1863553974570472,0.0124467634984243,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.1481236469281826, 'privileged_demotion': 0.23471340476638683, 'privileged_promotion': 0.40751795533936563, 'protected_demotion': 0.24632216618623345, 'protected_promotion': 0.636361382181157}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_parity,0.8065570439618506,0.8330569375345495,0.5061594737230012,0.1574580062048369,0.0264998935726989,0.2980254701146573,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.18268090953116994, 'privileged_demotion': 0.48651103322251343, 'privileged_promotion': 0.06687554326899064, 'protected_demotion': 0.11231146663357966, 'protected_promotion': 0.5751406780382862}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_odds,0.810229804983221,0.8456605859590934,0.5536145043497039,0.0354307809758724,0.1461124966925461,0.0141980505701808,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.01541630204403428, 'privileged_demotion': 0.37949504094082337, 'privileged_promotion': 0.3149108774751109, 'protected_demotion': 0.11304082415733807, 'protected_promotion': 0.15743656315673107}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_opportunity,0.8479261107554206,0.8482034273079049,0.5733713505913618,0.0333776835286437,0.170546646494194,0.0002773165524843,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.10221976602726428, 'privileged_demotion': 0.4368119354504321, 'privileged_promotion': 0.4336940965108116, 'protected_demotion': 0.20243279325063382, 'protected_promotion': 0.3206396056012093}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_parity,0.4791546079972559,0.8321724709784412,0.490848847142157,0.1976802672588243,0.0116942391449011,0.3462625731378607,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.09771975884102191, 'privileged_demotion': 0.5209342152678408, 'privileged_promotion': 0.09420648048299363, 'protected_demotion': 0.017755962174276878, 'protected_promotion': 0.40252631735396277}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_odds,0.517839015982174,0.8451077943615257,0.5423996284120026,0.0245606124298286,0.1189131529287281,0.0193740181268882,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.04876611315129238, 'privileged_demotion': 0.4553598554767555, 'privileged_promotion': 0.23573256094641074, 'protected_demotion': 0.3501625203725776, 'protected_promotion': 0.2391081763663161}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_opportunity,0.5176925968969864,0.839469320066335,0.5730424062252352,0.0698810589652032,0.1751409036404817,0.0553498093282487,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.17710690985531125, 'privileged_demotion': 0.06575591237459769, 'privileged_promotion': 0.12809264755314978, 'protected_demotion': 0.14722735375468865, 'protected_promotion': 0.6159384729881836}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_parity,0.792704263090075,0.8259812050856827,0.4727362939715217,0.1026057235888157,0.0332769419956077,0.1930248713786557,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.12526556586875592, 'privileged_demotion': 0.6854842607687449, 'privileged_promotion': 0.14469019230458385, 'protected_demotion': 0.16847251979381436, 'protected_promotion': 0.25621104888804613}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_odds,0.810236540539905,0.8404643449419569,0.5213028361603783,0.0302278044020518,0.1072846808554253,0.0338864197530864,"{'corr_type': 'pearson', 'l2': 0.001, 'dropout': 0.09169672633854867, 'privileged_demotion': 0.5507474707412507, 'privileged_promotion': 0.24018607582491286, 'protected_demotion': 0.3806008264495978, 'protected_promotion': 0.10973035500665569}"
adult_dataset_reader,ftl_mlp_preg_initializer,acc_opportunity,0.8338378993472229,0.8434494195688226,0.5515303709638991,0.0283724523287781,0.138291820278918,0.0096115202215997,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.033554487278234166, 'privileged_demotion': 0.13860142099988604, 'privileged_promotion': 0.022315781627217885, 'protected_demotion': 0.1265598800990658, 'protected_promotion': 0.10715046085614345}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_parity,0.4807105422317058,0.8263128800442233,0.497274591950265,0.2020803709221594,0.0165640497185591,0.3379057784713575,"{'corr_type': 'pearson', 'l2': 0.0001, 'dropout': 0.13481861778817866, 'privileged_demotion': 0.41474579553974844, 'privileged_promotion': 0.12850987189948831, 'protected_demotion': 0.004458852863513885, 'protected_promotion': 0.5830653752142052}"
adult_dataset_reader,ftl_mlp_preg_initializer,mcc_odds,0.5369760467361788,0.8434494195688226,0.5755914261037695,0.0386153793675905,0.1688073290532676,0.0074045759526477,"{'corr_type': 'pearson', 'l2': 0.01, 'dropout': 0.05248980030013675, 'privileged_demotion': 0.21278971027081317, 'privileged_promotion': 0.2919978819635683, 'protected_demotion': 0.2938469950054637, 'protected_promotion': 0.6089779911038001}"
