dataset,method,fitness_rule,fitness,ACC,MCC,avg_odds_diff,stat_par_diff,eq_opp_diff,solution
adult_dataset_reader,ftl_mlp_xi_reg_initializer,mcc_parity,0.4996031625813402,0.8330569375345495,0.5105875654125933,0.194411547888126,0.010984402831253,0.3617877617877617,"{'l2': 0.01, 'dropout': 0.15946922695526772, 'privileged_demotion': 0.5856415765907329, 'privileged_promotion': 0.2181568100284746, 'protected_demotion': 0.13411782639763614, 'protected_promotion': 0.5566873466730609}"
adult_dataset_reader,ftl_mlp_xi_reg_initializer,mcc_odds,0.5144047082218932,0.8473189607517966,0.5715060803021831,0.0571013720802898,0.1365439773193868,0.0725963932793373,"{'l2': 0.001, 'dropout': 0.11907398592404825, 'privileged_demotion': 0.4659647421708344, 'privileged_promotion': 0.458125613594162, 'protected_demotion': 0.17825944771597382, 'protected_promotion': 0.4580895954346855}"
adult_dataset_reader,ftl_mlp_xi_reg_initializer,mcc_opportunity,0.5573999896106038,0.8479823106688779,0.5854274916265451,0.0527343769110191,0.1791956841390899,0.0280275020159412,"{'l2': 0.001, 'dropout': 0.17746486336213904, 'privileged_demotion': 0.19757018433417042, 'privileged_promotion': 0.286286524001062, 'protected_demotion': 0.11656544294359018, 'protected_promotion': 0.39028717596072265}"
adult_dataset_reader,ftl_mlp_xi_reg_initializer,acc_parity,0.8193333220375358,0.8222222222222222,0.4726431370974477,0.1653560589514525,0.0028889001846862,0.3010228080730733,"{'l2': 0.0001, 'dropout': 0.1675750423660901, 'privileged_demotion': 0.6942195261668545, 'privileged_promotion': 0.27227933457900566, 'protected_demotion': 0.29997787388265246, 'protected_promotion': 0.6502902570650876}"
adult_dataset_reader,ftl_mlp_xi_reg_initializer,acc_odds,0.8235109025799431,0.849861802100608,0.5672889712892415,0.0263508995206649,0.1380698837905566,0.0038618919638749,"{'l2': 0.0001, 'dropout': 0.17744375041198213, 'privileged_demotion': 0.2602211209185059, 'privileged_promotion': 0.07721349025931815, 'protected_demotion': 0.42478156203496864, 'protected_promotion': 0.4627445217401521}"
adult_dataset_reader,ftl_mlp_xi_reg_initializer,acc_opportunity,0.7969289982789383,0.8527363184079602,0.5904010019254209,0.0689120194732867,0.1887336494259255,0.0558073201290219,"{'l2': 0.001, 'dropout': 0.10257783258985095, 'privileged_demotion': 0.0031547787589630994, 'privileged_promotion': 0.0030767227358737947, 'protected_demotion': 0.0033299124153887355, 'protected_promotion': 0.13336828796756017}"
bank_dataset_reader,ftl_mlp_xi_reg_initializer,mcc_parity,0.4431863222988509,0.8681534929485077,0.5510019780796617,0.0424818915256138,0.1078156557808107,0.0348860455817673,"{'l2': 0.001, 'dropout': 0.09283137928186747, 'privileged_demotion': 0.12530708105076338, 'privileged_promotion': 0.6766620961093042, 'protected_demotion': 0.23230488312846626, 'protected_promotion': 0.48700888970345585}"
bank_dataset_reader,ftl_mlp_xi_reg_initializer,mcc_odds,0.4617481612171852,0.9039029189898328,0.5649719724665466,0.1032238112493614,0.0024528448955468,0.1961389961389961,"{'l2': 0.01, 'dropout': 0.19749584376470966, 'privileged_demotion': 0.07135775838035746, 'privileged_promotion': 0.22088566922075953, 'protected_demotion': 0.4110388335719911, 'protected_promotion': 0.26094774274139426}"
bank_dataset_reader,ftl_mlp_xi_reg_initializer,mcc_opportunity,0.5131968696788581,0.8853722531977698,0.5966391829598812,0.0741009164812615,0.1034086034287604,0.083442313281023,"{'l2': 0.01, 'dropout': 0.11514848034809261, 'privileged_demotion': 0.01262724558315491, 'privileged_promotion': 0.42085007763928095, 'protected_demotion': 0.373735745517996, 'protected_promotion': 0.5598791056491766}"
bank_dataset_reader,ftl_mlp_xi_reg_initializer,acc_parity,0.8644063904603909,0.8947195801902263,0.4248631680179141,0.1221642768005541,0.0303131897298354,0.2250285645558963,"{'l2': 0.001, 'dropout': 0.17676159847040168, 'privileged_demotion': 0.3783318012186588, 'privileged_promotion': 0.23789399559689817, 'protected_demotion': 0.6505095716718909, 'protected_promotion': 0.02546480908575957}"
bank_dataset_reader,ftl_mlp_xi_reg_initializer,acc_odds,0.8389057522462585,0.89996720236143,0.4718316927287412,0.0610614501151715,0.1126176993882475,0.0352999434069043,"{'l2': 0.0001, 'dropout': 0.07389593988876482, 'privileged_demotion': 0.26524902649576065, 'privileged_promotion': 0.07482212458718296, 'protected_demotion': 0.3185540006832253, 'protected_promotion': 0.003691988525121942}"
bank_dataset_reader,ftl_mlp_xi_reg_initializer,acc_opportunity,0.8554882424171675,0.8998032141685799,0.4741059381791529,0.0449302757494433,0.0543007895535985,0.0443149717514124,"{'l2': 0.001, 'dropout': 0.1431360460793677, 'privileged_demotion': 0.29563535674246516, 'privileged_promotion': 0.21233017415031252, 'protected_demotion': 0.23649322132964587, 'protected_promotion': 0.008731818353975851}"
